StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;consent;dilemma;chicken;offer;respond;public;attention1;risk1;willingness_negRec1;willingness_negRec2;willingness_altruism1;description_posRec1;description_negRec3;description_attention2;description_trust;risk160;risk80;risk40;risk60;risk70;risk50;risk20;risk30;risk10;risk120;risk100;risk90;risk110;risk140;risk150;risk130;risk240;risk200;risk180;risk190;risk170;risk220;risk230;risk210;risk280;risk260;risk270;risk250;risk300;risk290;risk310;posRec2;altruism2;gender;age;valCode
31-5-2018 10:50;31-5-2018 10:56;IP Address;100;313;TRUE;31-5-2018 10:56;R_BPce6ZFt2RLEIrn;anonymous;EN;agree;Cooperate;Chicken;8 dollars;4 dollars;10 dollars;6 dollars;6;0;1;10;10;0;10;8;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;400;Male;25 - 34;108223358
31-5-2018 10:53;31-5-2018 11:02;IP Address;100;524;TRUE;31-5-2018 11:02;R_2UXX2ALpzb4e0DS;anonymous;EN;agree;Defect;Dare;4 dollars;4 dollars;0 dollars;6 dollars;8;3;1;7;6;2;10;4;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;30 dollars;10;Male;25 - 34;112858861
31-5-2018 13:51;31-5-2018 14:00;IP Address;100;553;TRUE;31-5-2018 14:00;R_ux1vPoFQwHHVxXb;anonymous;EN;agree;Cooperate;Dare;6 dollars;6 dollars;10 dollars;6 dollars;7;9;6;9;7;3;10;5;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;15 dollars;200;Male;25 - 34;113273858
31-5-2018 10:41;31-5-2018 10:49;IP Address;100;441;TRUE;31-5-2018 10:49;R_2YMvupciQQrAd2b;anonymous;EN;agree;Cooperate;Chicken;5 dollars;3 dollars;2 dollars;6 dollars;7;5;6;4;10;4;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;10 dollars;0;Male;35 - 44;113398413
31-5-2018 10:58;31-5-2018 11:07;IP Address;100;555;TRUE;31-5-2018 11:07;R_1n9JHwIJDBnnsm2;anonymous;EN;agree;Cooperate;Chicken;4 dollars;3 dollars;5 dollars;6 dollars;3;0;6;10;10;0;10;8;50/50 chance;;;;;;;;;;;;;;;;50/50 chance;;;;;;;;Sure payment;;;;Sure payment;Sure payment;;20 dollars;100;Female;25 - 34;115644278
31-5-2018 06:53;31-5-2018 06:58;IP Address;100;293;TRUE;31-5-2018 06:58;R_3fy40VWf0XzJTrH;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;10 dollars;6 dollars;8;2;5;8;10;0;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;25 dollars;250;Male;18 - 24;118872043
31-5-2018 13:53;31-5-2018 13:56;IP Address;100;155;TRUE;31-5-2018 13:56;R_24C4QkrCuddxET8;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;10 dollars;6 dollars;3;2;1;8;8;1;10;6;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;10 dollars;75;Female;35 - 44;120801464
31-5-2018 10:57;31-5-2018 11:02;IP Address;100;297;TRUE;31-5-2018 11:02;R_2qw6ni02hS7BRU2;anonymous;EN;agree;Cooperate;Chicken;5 dollars;2 dollars;10 dollars;6 dollars;3;1;1;9;10;0;10;6;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;20 dollars;50;Male;45 - 54;127044778
31-5-2018 12:31;31-5-2018 12:39;IP Address;100;483;TRUE;31-5-2018 12:39;R_8FZKy24mALjvTxL;anonymous;EN;agree;Cooperate;Chicken;5 dollars;3 dollars;3 dollars;6 dollars;3;4;4;6;7;3;10;1;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;40;Female;35 - 44;129965998
31-5-2018 12:48;31-5-2018 12:57;IP Address;100;561;TRUE;31-5-2018 12:57;R_1BPiL1etGSrRHZq;anonymous;EN;agree;Defect;Dare;5 dollars;4 dollars;4 dollars;6 dollars;2;1;5;10;10;1;10;5;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;250;Female;55 - 64;131522262
31-5-2018 10:37;31-5-2018 10:44;IP Address;100;435;TRUE;31-5-2018 10:44;R_XmFiLrCb6QpNb6V;anonymous;EN;agree;Defect;Dare;4 dollars;3 dollars;6 dollars;6 dollars;7;8;0;3;9;4;10;7;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;15 dollars;0;Male;55 - 64;134489839
31-5-2018 10:44;31-5-2018 10:47;IP Address;100;184;TRUE;31-5-2018 10:47;R_7aLTv0Fs1JKITqp;anonymous;EN;agree;Cooperate;Chicken;1 dollar;5 dollars;2 dollars;6 dollars;6;4;3;6;3;3;10;5;50/50 chance;;;;;;;;;;;;;;;;50/50 chance;;;;;;;;Sure payment;;;;50/50 chance;;50/50 chance;5 dollars;5;Male;25 - 34;136287518
31-5-2018 10:53;31-5-2018 11:10;IP Address;100;1036;TRUE;31-5-2018 11:10;R_1pLGatAtGwTl4l7;anonymous;EN;agree;Cooperate;Chicken;3 dollars;3 dollars;5 dollars;6 dollars;5;5;5;10;10;5;10;6;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Male;25 - 34;138020107
31-5-2018 11:14;31-5-2018 11:17;IP Address;100;185;TRUE;31-5-2018 11:17;R_YXJNGCUniceGM6t;anonymous;EN;agree;Cooperate;Dare;3 dollars;5 dollars;10 dollars;6 dollars;5;0;0;9;0;0;10;5;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;250;Female;25 - 34;153081694
31-5-2018 10:59;31-5-2018 11:02;IP Address;100;137;TRUE;31-5-2018 11:02;R_3HSyq2G0IUmckNp;anonymous;EN;agree;Defect;Dare;5 dollars;5 dollars;0 dollars;6 dollars;0;1;0;1;7;0;10;7;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;0 dollars;0;Female;35 - 44;154653589
31-5-2018 10:38;31-5-2018 10:47;IP Address;100;502;TRUE;31-5-2018 10:47;R_2QL4GqL7uL0hNVd;anonymous;EN;agree;Defect;Chicken;5 dollars;4 dollars;5 dollars;6 dollars;2;5;4;8;8;5;10;0;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;30 dollars;50;Female;45 - 54;190742333
31-5-2018 11:31;31-5-2018 11:39;IP Address;100;506;TRUE;31-5-2018 11:39;R_3nw5gXECdACLDiY;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;5 dollars;6 dollars;6;4;6;9;10;1;10;7;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;500;Male;65 - 74;192589793
31-5-2018 11:39;31-5-2018 12:05;IP Address;100;1586;TRUE;31-5-2018 12:05;R_1FR30dPPfDwFOMi;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;1 dollar;6 dollars;2;1;0;7;7;3;10;6;Sure payment;Sure payment;Sure payment;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;25 - 34;195110986
31-5-2018 11:45;31-5-2018 11:53;IP Address;100;445;TRUE;31-5-2018 11:53;R_rexh6t4pUo9vdcJ;anonymous;EN;agree;Cooperate;Dare;5 dollars;4 dollars;2 dollars;6 dollars;2;2;4;7;9;1;10;6;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;20 dollars;200;Female;25 - 34;198832374
31-5-2018 10:45;31-5-2018 10:52;IP Address;100;375;TRUE;31-5-2018 10:52;R_1jkQ7c8Rv6w43fV;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;2 dollars;6 dollars;2;1;1;5;8;1;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;0;Female;25 - 34;201376960
31-5-2018 11:15;31-5-2018 11:20;IP Address;100;335;TRUE;31-5-2018 11:20;R_71JmR32zjPu3KRH;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;5 dollars;6 dollars;7;0;5;10;10;0;10;9;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;20 dollars;250;Female;55 - 64;202285184
31-5-2018 08:18;31-5-2018 08:22;IP Address;100;242;TRUE;31-5-2018 08:22;R_suJS7lZCuX2hrdn;anonymous;EN;agree;Cooperate;Chicken;10 dollars;10 dollars;10 dollars;6 dollars;8;8;8;5;7;7;10;6;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;30 dollars;100;Male;25 - 34;204701511
31-5-2018 10:36;31-5-2018 10:50;IP Address;100;824;TRUE;31-5-2018 10:50;R_2P0wB7rsnw29a9v;anonymous;EN;agree;Cooperate;Chicken;4 dollars;3 dollars;2 dollars;6 dollars;3;0;2;10;10;0;10;7;Sure payment;Sure payment;50/50 chance;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;100;Male;25 - 34;208023524
31-5-2018 10:48;31-5-2018 10:55;IP Address;100;398;TRUE;31-5-2018 10:55;R_3EEetiWKHznOXcq;anonymous;EN;agree;Cooperate;Chicken;5 dollars;2 dollars;5 dollars;6 dollars;0;0;0;10;10;0;10;5;Sure payment;Sure payment;Sure payment;;;;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;20 dollars;50;Female;45 - 54;211623000
31-5-2018 10:37;31-5-2018 10:42;IP Address;100;274;TRUE;31-5-2018 10:42;R_WedsjYNh57AwtnX;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;3 dollars;6 dollars;3;6;0;10;10;0;10;10;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;5 dollars;0;Female;25 - 34;215166163
31-5-2018 11:13;31-5-2018 11:23;IP Address;100;595;TRUE;31-5-2018 11:23;R_3CPiDMVd9yswmLI;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;10 dollars;6 dollars;2;5;3;9;9;1;10;3;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;20 dollars;100;Female;35 - 44;215183485
31-5-2018 10:48;31-5-2018 10:54;IP Address;100;400;TRUE;31-5-2018 10:54;R_1P79JpWyZGhU4KC;anonymous;EN;agree;Defect;Dare;5 dollars;5 dollars;0 dollars;6 dollars;5;6;5;5;10;4;10;3;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;25 dollars;0;Male;35 - 44;216364363
31-5-2018 13:38;31-5-2018 13:51;IP Address;100;781;TRUE;31-5-2018 13:51;R_1eK4MwlTwFXqTv4;anonymous;EN;agree;Cooperate;Dare;1 dollar;2 dollars;5 dollars;6 dollars;6;7;5;6;7;6;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;10;Female;25 - 34;219786040
31-5-2018 10:40;31-5-2018 10:59;IP Address;100;1193;TRUE;31-5-2018 10:59;R_1jZIbOzuSJqIu76;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;5 dollars;6 dollars;2;0;0;10;10;0;10;5;Sure payment;Sure payment;Sure payment;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;30 dollars;100;Female;35 - 44;226397917
31-5-2018 10:53;31-5-2018 11:00;IP Address;100;438;TRUE;31-5-2018 11:00;R_2XpKpy2zL6jwvCx;anonymous;EN;agree;Defect;Dare;3 dollars;1 dollar;0 dollars;6 dollars;7;2;0;2;5;1;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;5 dollars;0;Male;25 - 34;230179551
31-5-2018 10:43;31-5-2018 10:52;IP Address;100;504;TRUE;31-5-2018 10:52;R_28V8i6XzMZglrqC;anonymous;EN;agree;Cooperate;Dare;5 dollars;5 dollars;10 dollars;6 dollars;5;10;2;6;10;9;10;2;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;0 dollars;0;Male;45 - 54;247858032
31-5-2018 10:39;31-5-2018 10:48;IP Address;100;528;TRUE;31-5-2018 10:48;R_DTbDjtO7e9sC6wp;anonymous;EN;agree;Cooperate;Dare;5 dollars;5 dollars;0 dollars;6 dollars;6;5;6;8;9;4;10;3;Sure payment;Sure payment;50/50 chance;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;;;;;;;;25 dollars;10;Male;65 - 74;249314825
31-5-2018 10:44;31-5-2018 10:51;IP Address;100;430;TRUE;31-5-2018 10:51;R_3oQJ2z2pEsvtTrj;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;10 dollars;6 dollars;8;1;1;10;8;0;10;8;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;5 dollars;0;Male;25 - 34;258521931
31-5-2018 11:14;31-5-2018 11:19;IP Address;100;258;TRUE;31-5-2018 11:19;R_1JOTjykc2a5c3Pc;anonymous;EN;agree;Cooperate;Dare;5 dollars;4 dollars;5 dollars;6 dollars;8;5;5;5;8;5;10;6;Sure payment;Sure payment;Sure payment;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;5 dollars;20;Male;45 - 54;258769678
31-5-2018 12:12;31-5-2018 12:20;IP Address;100;460;TRUE;31-5-2018 12:20;R_2tbx2FKZqnMwfXt;anonymous;EN;agree;Cooperate;Chicken;5 dollars;4 dollars;3 dollars;6 dollars;4;6;3;7;8;4;10;5;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;30 dollars;85;Male;25 - 34;263463527
31-5-2018 10:36;31-5-2018 10:46;IP Address;100;603;TRUE;31-5-2018 10:46;R_2VsU9L0HubzF6PZ;anonymous;EN;agree;Defect;Dare;3 dollars;1 dollar;0 dollars;6 dollars;7;4;3;7;7;1;10;5;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;50/50 chance;;;;;;;;;;;;;;;;;;;;20 dollars;20;Female;45 - 54;267316777
31-5-2018 10:42;31-5-2018 11:00;IP Address;100;1088;TRUE;31-5-2018 11:00;R_ST4JXW3ZqTw9Y6B;anonymous;EN;agree;Cooperate;Chicken;5 dollars;1 dollar;5 dollars;6 dollars;6;1;1;9;10;0;10;8;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;;50/50 chance;;;;;;;;;;;10 dollars;250;Female;25 - 34;269233193
31-5-2018 10:40;31-5-2018 10:50;IP Address;100;578;TRUE;31-5-2018 10:50;R_RKxjbvVoAp3yQPT;anonymous;EN;agree;Defect;Dare;5 dollars;3 dollars;6 dollars;6 dollars;5;2;2;5;5;0;10;5;Sure payment;Sure payment;50/50 chance;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;0;Male;35 - 44;278259274
31-5-2018 10:38;31-5-2018 10:44;IP Address;100;350;TRUE;31-5-2018 10:44;R_1IoPa6eYBPChRmS;anonymous;EN;agree;Cooperate;Dare;5 dollars;5 dollars;5 dollars;6 dollars;4;2;2;6;8;1;10;7;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;Sure payment;;;;;;;;;;;;;;;;;;;;10 dollars;10;Female;35 - 44;278742037
31-5-2018 10:43;31-5-2018 10:49;IP Address;100;384;TRUE;31-5-2018 10:49;R_1LuPZsw2UMgi2UL;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;10 dollars;6 dollars;3;8;7;8;9;6;10;2;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;30 dollars;0;Male;45 - 54;281069871
31-5-2018 10:37;31-5-2018 10:42;IP Address;100;272;TRUE;31-5-2018 10:42;R_2AXZ2dLNSkZdsiM;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;4 dollars;6 dollars;6;3;1;6;9;2;10;8;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;30 dollars;100;Female;25 - 34;282026918
31-5-2018 13:01;31-5-2018 13:18;IP Address;100;1027;TRUE;31-5-2018 13:18;R_Yaxq6DUbTKOtNVn;anonymous;EN;agree;Cooperate;Chicken;4 dollars;5 dollars;0 dollars;6 dollars;7;3;5;4;4;7;10;6;Sure payment;50/50 chance;;;;;;;;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;;;;;;;;;10 dollars;50;Female;25 - 34;284264232
31-5-2018 13:20;31-5-2018 13:33;IP Address;100;817;TRUE;31-5-2018 13:34;R_1IJWVuunqPrICFj;anonymous;EN;agree;Cooperate;Chicken;5 dollars;5 dollars;10 dollars;6 dollars;7;8;10;8;10;2;10;2;Sure payment;Sure payment;Sure payment;;;;50/50 chance;50/50 chance;;;;;;;;;;;;;;;;;;;;;;;;10 dollars;5;Male;25 - 34;284567053
31-5-2018 10:38;31-5-2018 10:51;IP Address;100;790;TRUE;31-5-2018 10:51;R_3EGzasK4hfexWNf;anonymous;EN;agree;Defect;Dare;5 dollars;5 dollars;0 dollars;6 dollars;7;7;8;10;10;7;10;3;50/50 chance;;;;;;;;;;;;;;;;Sure payment;Sure payment;Sure payment;;Sure payment;;;;;;;;;;;5 dollars;100;Male;35 - 44;287754855
31-5-2018 10:49;31-5-2018 10:53;IP Address;100;274;TRUE;31-5-2018 10:53;R_1exfQ2pDdInp20C;anonymous;EN;agree;Cooperate;Dare;5 dollars;4 dollars;8 dollars;6 dollars;6;5;4;6;7;8;10;4;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;Sure payment;;50/50 chance;;;;;;;;;;;;;;;;25 dollars;5;Male;25 - 34;292944980
31-5-2018 10:43;31-5-2018 10:47;IP Address;100;228;TRUE;31-5-2018 10:47;R_2zqhDsWiLaQGVB6;anonymous;EN;agree;Defect;Dare;5 dollars;4 dollars;0 dollars;6 dollars;8;10;0;0;5;2;10;0;Sure payment;50/50 chance;;;;;;;;50/50 chance;;;;50/50 chance;Sure payment;;;;;;;;;;;;;;;;;0 dollars;0;Male;35 - 44;295762231
